0,1
1,3
2,5
3,2
4,4
5,6
6,8
7,10
8,12
9,14
10,16
11,18
12,20
13,22
14,24
15,26
16,28
17,30
18,32
19,31
20,29
21,27
22,25
23,23
24,21
25,84
26,86
27,88
28,90
29,92
30,94
31,96
32,98
33,100
34,102
35,104
36,106
37,108
38,110
39,45
40,43
41,41
42,39
43,37
44,35
45,33
46,34
47,36
48,38
49,40
50,42
51,44
52,46
53,48
54,50
55,52
56,54
57,56
58,58
59,60
60,62
61,64
62,59
63,63
64,61
65,57
66,55
67,53
68,51
69,49
70,47
71,112
72,114
73,116
74,118
75,120
76,122
77,124
78,126
79,128
80,127
81,125
82,123
83,121
84,119
85,117
86,115
87,113
88,111
89,109
90,107
91,105
92,103
93,101
94,99
95,97
96,95
97,93
98,91
99,89
100,87
101,85
102,83
103,81
104,79
105,77
106,75
107,73
108,71
109,69
110,67
111,65
112,66
113,68
114,70
115,72
116,74
117,76
118,78
119,80
120,82
121,19
122,17
123,15
124,13
125,11
126,9
127,7
